"sub_acct_id","company_id","coa_id","account_title","account_desc"
"12","2","6240","6240 · Insurance Expense","Insurance expenses"
"12","2","6250","6250 · Representation","Business meals and entertainment expenses, including travel-related meals (may have limited deductibility)"
"12","2","6255","6255 · Client Dev't & Recruitment",
"12","2","6260","6260 · Advertising & Promotion","Advertising, marketing, graphic design, and other promotional expenses"
"12","2","6270","6270 · Trainings & Seminars",
"12","2","6280","6280 · Miscellaneous Expense",
"12","2","6290","6290 · Depreciation Expense","Depreciation on equipment, buildings and improvements"
"12","2","6300","6300 · Bad Debt Expense",
"12","2","6400","6400 · Permits, Taxes & Licenses",
"12","2","6410","6400 · Permits, Taxes & Licenses:6410 · Annual Registration Fee",
"12","2","6420","6400 · Permits, Taxes & Licenses:6420 · Business Permits & Licenses",
"12","2","6430","6400 · Permits, Taxes & Licenses:6430 · Local Govt Taxes",
"12","2","6440","6400 · Permits, Taxes & Licenses:6440 · Documentary Stamp Tax",
"12","2","6450","6400 · Permits, Taxes & Licenses:6450 · Income tax",
"12","2","6500","6500 · Income Tax Expense - Current",
"12","2","66000","66000 · Payroll Expenses","Payroll expenses"
"12","2","8000","8000 · Bank Service Charges","Bank account service fees, bad check charges and other bank fees"
"12","2","8010","8010 · Interest & Penalties","Interest payments on business loans, credit card balances, or other business debt"
"12","2","8040","8040 · Fines, Penalties & Surcharges",
"13","2","7000","7000 · Interest Income",
"13","2","7010","7010 · Other Income",
"13","2","7020","7020 · Gain/Loss on Asset Disposal",
"14","2","8020","8020 · Provision for Income Tax",
"14","2","8030","8030 · Provision for SSS penalties",
