"sub_acct_id","company_id","coa_id","account_title","account_desc"
5,3,1600,"1600 . Investments","none"
5,3,1710,"1710 . Deferred tax asset - MCIT","none"
5,3,1720,"1720 . Deferred tax asset - NOLCO","none"
5,3,1730,"1730 . Deferred Taxed Asset - Current","none"
6,3,2000,"2000 . Accounts Payable","none"
7,3,2010,"2010 . Accounts Payable - Others","none"
7,3,2020,"2020 . Accounts Payable -Short-term L","none"
7,3,2030,"2030 . Clients' Deposits","none"
7,3,2100,"2100 . Salaries Payable","none"
7,3,2110,"2110 . SSS Contribution Payable","none"
7,3,2120,"2120 . Philhealth Premium Payable","none"
7,3,2130,"2130 . HDMF Contribution Payable","none"
7,3,2140,"2140 . SSS Loan Payable","none"
7,3,2150,"2150 . HDMF Loan Payable","none"
7,3,2160,"2160 . Employee's Bond Payable","none"
7,3,2210,"2210 . Advances from MIB1","none"
7,3,2220,"2220 . Advances from MIBTC","none"
7,3,2240,"2240 . MECC Contribution Payable","none"
7,3,2250,"2250 . Advances from MIB2","none"
7,3,2300,"2300 . Accrued Expenses","none"
7,3,2310,"2310 . Accrued Expenses - 13th month","none"
7,3,2320,"2320 . Accrued Exp-5 (D) Incent leave","none"
7,3,2330,"2330 . Accrued Exp - Prof. Fees & Othe","none"
7,3,2410,"2410 . Withldng Taxes Payable-Compen","none"
7,3,2420,"2420 . Withldng Taxes Payable Expanded","none"
7,3,2430,"2430 . Income Taxes Payable","none"
7,3,2440,"2440 . Output VAT Payable","none"
7,3,2450,"2450 . Local Taxes Payable","none"
7,3,2460,"2460 . Deferred Output VAT","none"
7,3,2470,"2470 . Loans Payable - Short term","none"
7,3,2521,"2521 . Current Portion - LongTerm Debt","none"
8,3,2510,"2510 . Retirement Benefits Payable","none"
8,3,2520,"2520 . Long-term Debt","none"
9,3,3000,"3000 . Capital Stock","none"
9,3,2005,"3005 . Subscription Receivable","none"
9,3,3010,"3010 . Retained Earnings, Beg.","none"
9,3,3020,"3020 . Retained Earnings - Appropriate","none"
9,3,3030,"3030 . Opening Balance Equity","none"
10,3,4110,"4110 . Sales - Hospital Lines","none"
10,3,4120,"4120 . CCTV & Related Services Income","none"
10,3,4121,"4121 . Security Services Income","none"
10,3,4122,"4122 . Reimbursements","none"
10,3,4123,"4123 . Revenues","none"
10,3,4130,"4130 . Sales of Materials","none"
10,3,4140,"4140 . Sales/Fees Discounts","none"
11,3,5110,"5110 . COS - Direct Labor (CCTV)","none"
11,3,5111,"5111 . COS - SSS/Philhealth/HDMF Prem","none"
11,3,5112,"5112 . COS - Reimbursements","none"
11,3,5113,"5113 . COS - Direct Labor","none"
11,3,5114,"5114 . COS - 13th Month Pay","none"
11,3,5140,"5140 . COS - Direct Overhead & Depreci","none"
11,3,5150,"5150 . COS - Supplies & Small tools","none"
11,3,5220,"5220 . COS - CCTV","none"
11,3,5230,"5230 . COS - Commission","none"
11,3,5240,"5240 . COS - Hospital Lines","none"
12,3,6000,"6000 . Salaries & Wages","none"
12,3,6010,"6010 . 13th Month Pay","none"
12,3,6020,"6020 . Employee Benefits","none"
12,3,6030,"6030 . Retirement Benefits","none"
12,3,6040,"6040 . SSS, Philhealth HDMF Premium","none"
12,3,6050,"6050 . Leaves & Allowances","none"
12,3,6100,"6100 . Rental","none"
12,3,6110,"6110 . Office Supplies","none"
12,3,6111,"6111 . Office Consumables","none"
12,3,6112,"6112 . Small Tools","none"
12,3,6113,"6113 . Pantry Supplies","none"
12,3,6120,"6120 . Electricity & Water","none"
12,3,6130,"6130 . Telephone & Communication","none"
12,3,6140,"6140 . Repairs and Maintenance","none"
12,3,6150,"6150 . Transportation & Travel","none"
12,3,6151,"6151 . Gasoline & Lubricants","none"
12,3,6152,"6152 . Toll and Parking","none"
12,3,6153,"6153 . Transportation Others","none"
12,3,6200,"6200 . Professional Fees","none"
12,3,6210,"6210 . Notarial / Legal Fees","none"
12,3,6220,"6220 . Audit & Consultancy Fees","none"
12,3,6230,"6230 . Outside Services","none"
12,3,6240,"6240 . Insurance Expense","none"
12,3,6250,"6250 . Representation & Client Devt Ex","none"
12,3,6260,"6260 . Advertising & Promotion","none"
12,3,6270,"6270 . Trainings & Seminars","none"
12,3,6280,"6280 . Miscellaneous Expense","none"
12,3,6290,"6290 . Depreciation Expense","none"
12,3,6300,"6300 . Bad Debt Expense","none"
12,3,6400,"6400 . Permits, Taxes & Licenses","none"
12,3,6410,"6410 . Annual Registration Fee","none"
12,3,6420,"6420 . Bussiness Permits","none"
12,3,6430,"6430 . Local Govt Taxes","none"
12,3,6440,"6440 . Documentary Stamp Tax","none"
13,3,7000,"7000 . Interest Income","none"
13,3,7010,"7010 . Other Income","none"
13,3,7020,"7020 . Gain/Loss on Asset Disposal","none"
13,3,7030,"7030 . Income Tax benefit","none"
13,3,7040,"7040 . Unrealized Forex Gain/Loss","none"
14,3,8000,"8000 . Bank Service Charges","none"
14,3,8010,"8010 . Interest & Penalties","none"
14,3,8020,"8020 . Provision for Income Tax","none"
15,3,90000,"90000 . Estimates","none"
15,3,90100,"90100 . Purchase Orders","none"
15,3,90200,"90200 . Sales Orders","none"
