"sub_acct_id","company_id","coa_id","account_title","account_desc"
11,4,5214,"5214 . COS - Training Fee - Client","none"
11,4,5215,"5215 . COS - Rebate - Client","none"
11,4,5216,"5216 . COS - Other - Client","none"
11,4,5217,"5217 . COS - Other - RTC","none"
11,4,5218,"5218 . COS - PA TRAINING EXPENSES","none"
12,4,6000,"6000 . Salaries & Wages","none"
12,4,6010,"6010 . 13th Month Pay","none"
12,4,6020,"6020 . Employee Benefits","none"
12,4,6030,"6030 . Retirement Benefits","none"
12,4,6040,"6040 . SSS, Philhealth HDMF Premium","none"
12,4,6050,"6050 . Leaves & Allowances","none"
12,4,6100,"6100 . Rental","none"
12,4,6110,"6110 . Office Supplies","none"
12,4,6111,"6111 . Office Consumables","none"
12,4,6112,"6112 . Small Tools","none"
12,4,6113,"6113 . Pantry Supplies","none"
12,4,6120,"6120 . Electricity & Water","none"
12,4,6130,"6130 . Telephone & Communication","none"
12,4,6140,"6140 . Repairs and Maintenance","none"
12,4,6150,"6150 . Transportation & Travel","none"
12,4,6151,"6151 . Gasoline & Lubricants","none"
12,4,6152,"6152 . Toll and Parking","none"
12,4,6153,"6153 . Transportation Others","none"
12,4,6200,"6200 . Professional Fees","none"
12,4,6210,"6210 . Notarial / Legal Fees","none"
12,4,6220,"6220 . Audit & Consultancy Fees","none"
12,4,6230,"6230 . Outside Services","none"
12,4,6240,"6240 . Insurance Expense","none"
12,4,6250,"6250 . Representation & Client Devt Ex","none"
12,4,6260,"6260 . Advertising and Promotion","none"
12,4,6270,"6270 . Trainings & Seminars","none"
12,4,6280,"6280 . Miscellaneous Expense","none"
12,4,6290,"6290 . Depreciation Expense","none"
12,4,6300,"6300 . Bad Debt Expense","none"
12,4,6400,"6400 . Permits, Taxes & Licenses","none"
12,4,6420,"6410 . Annual Registration Fee","none"
12,4,6420,"6420 . Bussiness Permits","none"
12,4,6430,"6430 . Local Govt Taxes","none"
12,4,6440,"6440 . Documentary Stamp Tax","none"
13,4,7000,"7000 . Interest Income","none"
13,4,7010,"7010 . Other Income","none"
13,4,7020,"7020 . Gain/Loss on Asset Disposal","none"
12,4,8000,"8000 . Bank Service Charges","none"
12,4,8010,"8010 . Interest & Penalties","none"
14,4,8020,"8020 . Provision for Income Tax","none"
15,4,90100,"90100 . Purchase Orders","none"
15,4,90200,"90200 . Sales Orders","none"
